areaType,areaName,areaCode,date,newDailyNsoDeathsByDeathDate,cumDailyNsoDeathsByDeathDate
nation,England,E92000001,2021-04-29,15,132616
nation,England,E92000001,2021-04-28,19,132601
nation,England,E92000001,2021-04-27,23,132582
nation,England,E92000001,2021-04-26,19,132559
nation,England,E92000001,2021-04-25,22,132540
nation,England,E92000001,2021-04-24,19,132518
nation,England,E92000001,2021-04-23,23,132499
nation,England,E92000001,2021-04-22,28,132476
nation,England,E92000001,2021-04-21,26,132448
nation,England,E92000001,2021-04-20,30,132422
nation,England,E92000001,2021-04-19,17,132392
nation,England,E92000001,2021-04-18,27,132375
nation,England,E92000001,2021-04-17,36,132348
nation,England,E92000001,2021-04-16,28,132312
nation,England,E92000001,2021-04-15,37,132284
nation,England,E92000001,2021-04-14,26,132247
nation,England,E92000001,2021-04-13,37,132221
nation,England,E92000001,2021-04-12,36,132184
nation,England,E92000001,2021-04-11,34,132148
nation,England,E92000001,2021-04-10,36,132114
nation,England,E92000001,2021-04-09,32,132078
nation,England,E92000001,2021-04-08,52,132046
nation,England,E92000001,2021-04-07,38,131994
nation,England,E92000001,2021-04-06,37,131956
nation,England,E92000001,2021-04-05,35,131919
nation,England,E92000001,2021-04-04,51,131884
nation,England,E92000001,2021-04-03,34,131833
nation,England,E92000001,2021-04-02,38,131799
nation,England,E92000001,2021-04-01,54,131761
nation,England,E92000001,2021-03-31,64,131707
nation,England,E92000001,2021-03-30,50,131643
nation,England,E92000001,2021-03-29,58,131593
nation,England,E92000001,2021-03-28,43,131535
nation,England,E92000001,2021-03-27,55,131492
nation,England,E92000001,2021-03-26,61,131437
nation,England,E92000001,2021-03-25,68,131376
nation,England,E92000001,2021-03-24,58,131308
nation,England,E92000001,2021-03-23,83,131250
nation,England,E92000001,2021-03-22,89,131167
nation,England,E92000001,2021-03-21,109,131078
nation,England,E92000001,2021-03-20,89,130969
nation,England,E92000001,2021-03-19,82,130880
nation,England,E92000001,2021-03-18,85,130798
nation,England,E92000001,2021-03-17,104,130713
nation,England,E92000001,2021-03-16,94,130609
nation,England,E92000001,2021-03-15,122,130515
nation,England,E92000001,2021-03-14,115,130393
nation,England,E92000001,2021-03-13,123,130278
nation,England,E92000001,2021-03-12,117,130155
nation,England,E92000001,2021-03-11,152,130038
nation,England,E92000001,2021-03-10,136,129886
nation,England,E92000001,2021-03-09,160,129750
nation,England,E92000001,2021-03-08,165,129590
nation,England,E92000001,2021-03-07,175,129425
nation,England,E92000001,2021-03-06,178,129250
nation,England,E92000001,2021-03-05,203,129072
nation,England,E92000001,2021-03-04,204,128869
nation,England,E92000001,2021-03-03,188,128665
nation,England,E92000001,2021-03-02,210,128477
nation,England,E92000001,2021-03-01,254,128267
nation,England,E92000001,2021-02-28,257,128013
nation,England,E92000001,2021-02-27,265,127756
nation,England,E92000001,2021-02-26,262,127491
nation,England,E92000001,2021-02-25,308,127229
nation,England,E92000001,2021-02-24,317,126921
nation,England,E92000001,2021-02-23,336,126604
nation,England,E92000001,2021-02-22,325,126268
nation,England,E92000001,2021-02-21,355,125943
nation,England,E92000001,2021-02-20,388,125588
nation,England,E92000001,2021-02-19,390,125200
nation,England,E92000001,2021-02-18,454,124810
nation,England,E92000001,2021-02-17,438,124356
nation,England,E92000001,2021-02-16,501,123918
nation,England,E92000001,2021-02-15,549,123417
nation,England,E92000001,2021-02-14,520,122868
nation,England,E92000001,2021-02-13,512,122348
nation,England,E92000001,2021-02-12,546,121836
nation,England,E92000001,2021-02-11,590,121290
nation,England,E92000001,2021-02-10,629,120700
nation,England,E92000001,2021-02-09,628,120071
nation,England,E92000001,2021-02-08,702,119443
nation,England,E92000001,2021-02-07,665,118741
nation,England,E92000001,2021-02-06,686,118076
nation,England,E92000001,2021-02-05,771,117390
nation,England,E92000001,2021-02-04,735,116619
nation,England,E92000001,2021-02-03,872,115884
nation,England,E92000001,2021-02-02,854,115012
nation,England,E92000001,2021-02-01,893,114158
nation,England,E92000001,2021-01-31,899,113265
nation,England,E92000001,2021-01-30,924,112366
nation,England,E92000001,2021-01-29,1008,111442
nation,England,E92000001,2021-01-28,1110,110434
nation,England,E92000001,2021-01-27,1108,109324
nation,England,E92000001,2021-01-26,1046,108216
nation,England,E92000001,2021-01-25,1150,107170
nation,England,E92000001,2021-01-24,1086,106020
nation,England,E92000001,2021-01-23,1148,104934
nation,England,E92000001,2021-01-22,1189,103786
nation,England,E92000001,2021-01-21,1204,102597
nation,England,E92000001,2021-01-20,1237,101393
nation,England,E92000001,2021-01-19,1328,100156
nation,England,E92000001,2021-01-18,1242,98828
nation,England,E92000001,2021-01-17,1229,97586
nation,England,E92000001,2021-01-16,1241,96357
nation,England,E92000001,2021-01-15,1162,95116
nation,England,E92000001,2021-01-14,1167,93954
nation,England,E92000001,2021-01-13,1161,92787
nation,England,E92000001,2021-01-12,1173,91626
nation,England,E92000001,2021-01-11,1076,90453
nation,England,E92000001,2021-01-10,1030,89377
nation,England,E92000001,2021-01-09,976,88347
nation,England,E92000001,2021-01-08,922,87371
nation,England,E92000001,2021-01-07,918,86449
nation,England,E92000001,2021-01-06,882,85531
nation,England,E92000001,2021-01-05,856,84649
nation,England,E92000001,2021-01-04,790,83793
nation,England,E92000001,2021-01-03,684,83003
nation,England,E92000001,2021-01-02,726,82319
nation,England,E92000001,2021-01-01,689,81593
nation,England,E92000001,2020-12-31,701,80904
nation,England,E92000001,2020-12-30,655,80203
nation,England,E92000001,2020-12-29,614,79548
nation,England,E92000001,2020-12-28,615,78934
nation,England,E92000001,2020-12-27,612,78319
nation,England,E92000001,2020-12-26,593,77707
nation,England,E92000001,2020-12-25,558,77114
nation,England,E92000001,2020-12-24,503,76556
nation,England,E92000001,2020-12-23,519,76053
nation,England,E92000001,2020-12-22,539,75534
nation,England,E92000001,2020-12-21,506,74995
nation,England,E92000001,2020-12-20,455,74489
nation,England,E92000001,2020-12-19,457,74034
nation,England,E92000001,2020-12-18,478,73577
nation,England,E92000001,2020-12-17,463,73099
nation,England,E92000001,2020-12-16,386,72636
nation,England,E92000001,2020-12-15,408,72250
nation,England,E92000001,2020-12-14,422,71842
nation,England,E92000001,2020-12-13,410,71420
nation,England,E92000001,2020-12-12,411,71010
nation,England,E92000001,2020-12-11,424,70599
nation,England,E92000001,2020-12-10,407,70175
nation,England,E92000001,2020-12-09,381,69768
nation,England,E92000001,2020-12-08,398,69387
nation,England,E92000001,2020-12-07,379,68989
nation,England,E92000001,2020-12-06,363,68610
nation,England,E92000001,2020-12-05,345,68247
nation,England,E92000001,2020-12-04,420,67902
nation,England,E92000001,2020-12-03,410,67482
nation,England,E92000001,2020-12-02,348,67072
nation,England,E92000001,2020-12-01,359,66724
nation,England,E92000001,2020-11-30,385,66365
nation,England,E92000001,2020-11-29,423,65980
nation,England,E92000001,2020-11-28,389,65557
nation,England,E92000001,2020-11-27,387,65168
nation,England,E92000001,2020-11-26,380,64781
nation,England,E92000001,2020-11-25,436,64401
nation,England,E92000001,2020-11-24,423,63965
nation,England,E92000001,2020-11-23,429,63542
nation,England,E92000001,2020-11-22,420,63113
nation,England,E92000001,2020-11-21,413,62693
nation,England,E92000001,2020-11-20,407,62280
nation,England,E92000001,2020-11-19,407,61873
nation,England,E92000001,2020-11-18,444,61466
nation,England,E92000001,2020-11-17,378,61022
nation,England,E92000001,2020-11-16,362,60644
nation,England,E92000001,2020-11-15,375,60282
nation,England,E92000001,2020-11-14,367,59907
nation,England,E92000001,2020-11-13,352,59540
nation,England,E92000001,2020-11-12,357,59188
nation,England,E92000001,2020-11-11,317,58831
nation,England,E92000001,2020-11-10,329,58514
nation,England,E92000001,2020-11-09,404,58185
nation,England,E92000001,2020-11-08,347,57781
nation,England,E92000001,2020-11-07,348,57434
nation,England,E92000001,2020-11-06,339,57086
nation,England,E92000001,2020-11-05,300,56747
nation,England,E92000001,2020-11-04,283,56447
nation,England,E92000001,2020-11-03,304,56164
nation,England,E92000001,2020-11-02,279,55860
nation,England,E92000001,2020-11-01,283,55581
nation,England,E92000001,2020-10-31,277,55298
nation,England,E92000001,2020-10-30,284,55021
nation,England,E92000001,2020-10-29,253,54737
nation,England,E92000001,2020-10-28,228,54484
nation,England,E92000001,2020-10-27,226,54256
nation,England,E92000001,2020-10-26,218,54030
nation,England,E92000001,2020-10-25,207,53812
nation,England,E92000001,2020-10-24,174,53605
nation,England,E92000001,2020-10-23,183,53431
nation,England,E92000001,2020-10-22,186,53248
nation,England,E92000001,2020-10-21,196,53062
nation,England,E92000001,2020-10-20,177,52866
nation,England,E92000001,2020-10-19,155,52689
nation,England,E92000001,2020-10-18,124,52534
nation,England,E92000001,2020-10-17,168,52410
nation,England,E92000001,2020-10-16,125,52242
nation,England,E92000001,2020-10-15,124,52117
nation,England,E92000001,2020-10-14,104,51993
nation,England,E92000001,2020-10-13,94,51889
nation,England,E92000001,2020-10-12,94,51795
nation,England,E92000001,2020-10-11,106,51701
nation,England,E92000001,2020-10-10,87,51595
nation,England,E92000001,2020-10-09,82,51508
nation,England,E92000001,2020-10-08,80,51426
nation,England,E92000001,2020-10-07,88,51346
nation,England,E92000001,2020-10-06,69,51258
nation,England,E92000001,2020-10-05,54,51189
nation,England,E92000001,2020-10-04,55,51135
nation,England,E92000001,2020-10-03,56,51080
nation,England,E92000001,2020-10-02,69,51024
nation,England,E92000001,2020-10-01,56,50955
nation,England,E92000001,2020-09-30,53,50899
nation,England,E92000001,2020-09-29,42,50846
nation,England,E92000001,2020-09-28,47,50804
nation,England,E92000001,2020-09-27,49,50757
nation,England,E92000001,2020-09-26,43,50708
nation,England,E92000001,2020-09-25,35,50665
nation,England,E92000001,2020-09-24,33,50630
nation,England,E92000001,2020-09-23,52,50597
nation,England,E92000001,2020-09-22,32,50545
nation,England,E92000001,2020-09-21,26,50513
nation,England,E92000001,2020-09-20,34,50487
nation,England,E92000001,2020-09-19,22,50453
nation,England,E92000001,2020-09-18,25,50431
nation,England,E92000001,2020-09-17,34,50406
nation,England,E92000001,2020-09-16,25,50372
nation,England,E92000001,2020-09-15,22,50347
nation,England,E92000001,2020-09-14,17,50325
nation,England,E92000001,2020-09-13,18,50308
nation,England,E92000001,2020-09-12,21,50290
nation,England,E92000001,2020-09-11,15,50269
nation,England,E92000001,2020-09-10,15,50254
nation,England,E92000001,2020-09-09,10,50239
nation,England,E92000001,2020-09-08,15,50229
nation,England,E92000001,2020-09-07,20,50214
nation,England,E92000001,2020-09-06,13,50194
nation,England,E92000001,2020-09-05,12,50181
nation,England,E92000001,2020-09-04,14,50169
nation,England,E92000001,2020-09-03,6,50155
nation,England,E92000001,2020-09-02,13,50149
nation,England,E92000001,2020-09-01,9,50136
nation,England,E92000001,2020-08-31,16,50127
nation,England,E92000001,2020-08-30,8,50111
nation,England,E92000001,2020-08-29,8,50103
nation,England,E92000001,2020-08-28,11,50095
nation,England,E92000001,2020-08-27,11,50084
nation,England,E92000001,2020-08-26,15,50073
nation,England,E92000001,2020-08-25,19,50058
nation,England,E92000001,2020-08-24,8,50039
nation,England,E92000001,2020-08-23,16,50031
nation,England,E92000001,2020-08-22,11,50015
nation,England,E92000001,2020-08-21,9,50004
nation,England,E92000001,2020-08-20,16,49995
nation,England,E92000001,2020-08-19,10,49979
nation,England,E92000001,2020-08-18,11,49969
nation,England,E92000001,2020-08-17,19,49958
nation,England,E92000001,2020-08-16,12,49939
nation,England,E92000001,2020-08-15,21,49927
nation,England,E92000001,2020-08-14,15,49906
nation,England,E92000001,2020-08-13,18,49891
nation,England,E92000001,2020-08-12,20,49873
nation,England,E92000001,2020-08-11,20,49853
nation,England,E92000001,2020-08-10,23,49833
nation,England,E92000001,2020-08-09,18,49810
nation,England,E92000001,2020-08-08,18,49792
nation,England,E92000001,2020-08-07,19,49774
nation,England,E92000001,2020-08-06,17,49755
nation,England,E92000001,2020-08-05,7,49738
nation,England,E92000001,2020-08-04,20,49731
nation,England,E92000001,2020-08-03,19,49711
nation,England,E92000001,2020-08-02,15,49692
nation,England,E92000001,2020-08-01,16,49677
nation,England,E92000001,2020-07-31,26,49661
nation,England,E92000001,2020-07-30,14,49635
nation,England,E92000001,2020-07-29,21,49621
nation,England,E92000001,2020-07-28,20,49600
nation,England,E92000001,2020-07-27,16,49580
nation,England,E92000001,2020-07-26,28,49564
nation,England,E92000001,2020-07-25,20,49536
nation,England,E92000001,2020-07-24,17,49516
nation,England,E92000001,2020-07-23,33,49499
nation,England,E92000001,2020-07-22,34,49466
nation,England,E92000001,2020-07-21,30,49432
nation,England,E92000001,2020-07-20,29,49402
nation,England,E92000001,2020-07-19,22,49373
nation,England,E92000001,2020-07-18,28,49351
nation,England,E92000001,2020-07-17,31,49323
nation,England,E92000001,2020-07-16,18,49292
nation,England,E92000001,2020-07-15,39,49274
nation,England,E92000001,2020-07-14,38,49235
nation,England,E92000001,2020-07-13,42,49197
nation,England,E92000001,2020-07-12,29,49155
nation,England,E92000001,2020-07-11,33,49126
nation,England,E92000001,2020-07-10,42,49093
nation,England,E92000001,2020-07-09,56,49051
nation,England,E92000001,2020-07-08,44,48995
nation,England,E92000001,2020-07-07,41,48951
nation,England,E92000001,2020-07-06,48,48910
nation,England,E92000001,2020-07-05,44,48862
nation,England,E92000001,2020-07-04,46,48818
nation,England,E92000001,2020-07-03,45,48772
nation,England,E92000001,2020-07-02,55,48727
nation,England,E92000001,2020-07-01,44,48672
nation,England,E92000001,2020-06-30,71,48628
nation,England,E92000001,2020-06-29,63,48557
nation,England,E92000001,2020-06-28,62,48494
nation,England,E92000001,2020-06-27,61,48432
nation,England,E92000001,2020-06-26,70,48371
nation,England,E92000001,2020-06-25,97,48301
nation,England,E92000001,2020-06-24,93,48204
nation,England,E92000001,2020-06-23,89,48111
nation,England,E92000001,2020-06-22,74,48022
nation,England,E92000001,2020-06-21,67,47948
nation,England,E92000001,2020-06-20,76,47881
nation,England,E92000001,2020-06-19,76,47805
nation,England,E92000001,2020-06-18,79,47729
nation,England,E92000001,2020-06-17,91,47650
nation,England,E92000001,2020-06-16,103,47559
nation,England,E92000001,2020-06-15,92,47456
nation,England,E92000001,2020-06-14,119,47364
nation,England,E92000001,2020-06-13,85,47245
nation,England,E92000001,2020-06-12,122,47160
nation,England,E92000001,2020-06-11,108,47038
nation,England,E92000001,2020-06-10,142,46930
nation,England,E92000001,2020-06-09,127,46788
nation,England,E92000001,2020-06-08,142,46661
nation,England,E92000001,2020-06-07,137,46519
nation,England,E92000001,2020-06-06,129,46382
nation,England,E92000001,2020-06-05,160,46253
nation,England,E92000001,2020-06-04,163,46093
nation,England,E92000001,2020-06-03,179,45930
nation,England,E92000001,2020-06-02,204,45751
nation,England,E92000001,2020-06-01,179,45547
nation,England,E92000001,2020-05-31,175,45368
nation,England,E92000001,2020-05-30,188,45193
nation,England,E92000001,2020-05-29,216,45005
nation,England,E92000001,2020-05-28,241,44789
nation,England,E92000001,2020-05-27,233,44548
nation,England,E92000001,2020-05-26,260,44315
nation,England,E92000001,2020-05-25,240,44055
nation,England,E92000001,2020-05-24,234,43815
nation,England,E92000001,2020-05-23,255,43581
nation,England,E92000001,2020-05-22,256,43326
nation,England,E92000001,2020-05-21,286,43070
nation,England,E92000001,2020-05-20,303,42784
nation,England,E92000001,2020-05-19,316,42481
nation,England,E92000001,2020-05-18,344,42165
nation,England,E92000001,2020-05-17,316,41821
nation,England,E92000001,2020-05-16,351,41505
nation,England,E92000001,2020-05-15,359,41154
nation,England,E92000001,2020-05-14,373,40795
nation,England,E92000001,2020-05-13,373,40422
nation,England,E92000001,2020-05-12,380,40049
nation,England,E92000001,2020-05-11,355,39669
nation,England,E92000001,2020-05-10,423,39314
nation,England,E92000001,2020-05-09,463,38891
nation,England,E92000001,2020-05-08,482,38428
nation,England,E92000001,2020-05-07,535,37946
nation,England,E92000001,2020-05-06,524,37411
nation,England,E92000001,2020-05-05,537,36887
nation,England,E92000001,2020-05-04,562,36350
nation,England,E92000001,2020-05-03,556,35788
nation,England,E92000001,2020-05-02,590,35232
nation,England,E92000001,2020-05-01,661,34642
nation,England,E92000001,2020-04-30,660,33981
nation,England,E92000001,2020-04-29,699,33321
nation,England,E92000001,2020-04-28,701,32622
nation,England,E92000001,2020-04-27,724,31921
nation,England,E92000001,2020-04-26,763,31197
nation,England,E92000001,2020-04-25,771,30434
nation,England,E92000001,2020-04-24,874,29663
nation,England,E92000001,2020-04-23,893,28789
nation,England,E92000001,2020-04-22,939,27896
nation,England,E92000001,2020-04-21,916,26957
nation,England,E92000001,2020-04-20,992,26041
nation,England,E92000001,2020-04-19,967,25049
nation,England,E92000001,2020-04-18,1030,24082
nation,England,E92000001,2020-04-17,1107,23052
nation,England,E92000001,2020-04-16,1147,21945
nation,England,E92000001,2020-04-15,1100,20798
nation,England,E92000001,2020-04-14,1080,19698
nation,England,E92000001,2020-04-13,1076,18618
nation,England,E92000001,2020-04-12,1208,17542
nation,England,E92000001,2020-04-11,1203,16334
nation,England,E92000001,2020-04-10,1163,15131
nation,England,E92000001,2020-04-09,1177,13968
nation,England,E92000001,2020-04-08,1286,12791
nation,England,E92000001,2020-04-07,1145,11505
nation,England,E92000001,2020-04-06,1025,10360
nation,England,E92000001,2020-04-05,1063,9335
nation,England,E92000001,2020-04-04,1023,8272
nation,England,E92000001,2020-04-03,927,7249
nation,England,E92000001,2020-04-02,892,6322
nation,England,E92000001,2020-04-01,826,5430
nation,England,E92000001,2020-03-31,741,4604
nation,England,E92000001,2020-03-30,631,3863
nation,England,E92000001,2020-03-29,531,3232
nation,England,E92000001,2020-03-28,449,2701
nation,England,E92000001,2020-03-27,416,2252
nation,England,E92000001,2020-03-26,370,1836
nation,England,E92000001,2020-03-25,299,1466
nation,England,E92000001,2020-03-24,237,1167
nation,England,E92000001,2020-03-23,188,930
nation,England,E92000001,2020-03-22,172,742
nation,England,E92000001,2020-03-21,126,570
nation,England,E92000001,2020-03-20,109,444
nation,England,E92000001,2020-03-19,71,335
nation,England,E92000001,2020-03-18,66,264
nation,England,E92000001,2020-03-17,54,198
nation,England,E92000001,2020-03-16,44,144
nation,England,E92000001,2020-03-15,28,100
nation,England,E92000001,2020-03-14,19,72
nation,England,E92000001,2020-03-13,16,53
nation,England,E92000001,2020-03-12,11,37
nation,England,E92000001,2020-03-11,7,26
nation,England,E92000001,2020-03-10,3,19
nation,England,E92000001,2020-03-09,5,16
nation,England,E92000001,2020-03-08,2,11
nation,England,E92000001,2020-03-07,0,9
nation,England,E92000001,2020-03-06,2,9
nation,England,E92000001,2020-03-05,2,7
nation,England,E92000001,2020-03-04,1,5
nation,England,E92000001,2020-03-03,0,4
nation,England,E92000001,2020-03-02,1,4
nation,England,E92000001,2020-03-01,0,3
nation,England,E92000001,2020-02-29,0,3
nation,England,E92000001,2020-02-28,0,3
nation,England,E92000001,2020-02-27,0,3
nation,England,E92000001,2020-02-26,0,3
nation,England,E92000001,2020-02-25,0,3
nation,England,E92000001,2020-02-24,0,3
nation,England,E92000001,2020-02-23,0,3
nation,England,E92000001,2020-02-22,1,3
nation,England,E92000001,2020-02-21,0,2
nation,England,E92000001,2020-02-20,0,2
nation,England,E92000001,2020-02-19,0,2
nation,England,E92000001,2020-02-18,0,2
nation,England,E92000001,2020-02-17,0,2
nation,England,E92000001,2020-02-16,0,2
nation,England,E92000001,2020-02-15,0,2
nation,England,E92000001,2020-02-14,0,2
nation,England,E92000001,2020-02-13,0,2
nation,England,E92000001,2020-02-12,0,2
nation,England,E92000001,2020-02-11,0,2
nation,England,E92000001,2020-02-10,0,2
nation,England,E92000001,2020-02-09,0,2
nation,England,E92000001,2020-02-08,0,2
nation,England,E92000001,2020-02-07,0,2
nation,England,E92000001,2020-02-06,0,2
nation,England,E92000001,2020-02-05,0,2
nation,England,E92000001,2020-02-04,0,2
nation,England,E92000001,2020-02-03,0,2
nation,England,E92000001,2020-02-02,1,2
nation,England,E92000001,2020-02-01,0,1
nation,England,E92000001,2020-01-31,0,1
nation,England,E92000001,2020-01-30,1,1
